gene_name	day_7_rightvsday_7_left_log2FoldChange	day_7_rightvsday_7_left_padj	day_7_rightvsday_7_naive_log2FoldChange	day_7_rightvsday_7_naive_padj	ID
Dgke	-0.126042821194101	0.703973800917777	-0.0602071209113756	0.808750050293885	ENSMUSG00000000276
Scpep1	1.12001561006804	7.08376774657245e-16	1.21115745560662	4.42527415947521e-29	ENSMUSG00000000278
Mnt	-0.131793957279694	0.662701130968014	0.171578333042754	0.399428206578642	ENSMUSG00000000282
Itgb2	-0.567088743454706	1.69804420269433e-05	-0.269680741885432	0.0199853079666413	ENSMUSG00000000290
Hddc2	0.0076570952050037	0.989993201488045	0.0654805284373372	0.832705031734503	ENSMUSG00000000295
Tpd52l1	-0.31612656109997	0.582367360680629	-0.331248163803764	0.383348990637071	ENSMUSG00000000296
Pemt	0.0892994281959838	0.910841949831485	-0.00904313362014841	0.989841855015912	ENSMUSG00000000301
Cdh1	-0.4282338277972	0.170257083252951	-0.530791178086542	0.0179624851007322	ENSMUSG00000000303
Cdh4	-0.706992012760968	0.0943941075385973	-0.690640836985188	0.0337844470775363	ENSMUSG00000000305
Ckmt1	0.0981343180623213	NA	-0.261835095690826	NA	ENSMUSG00000000308
Bcl6b	0.259251474341226	0.59323192339253	0.454964028765646	0.117539003838309	ENSMUSG00000000317
Clec10a	-0.368545398329125	0.308598847075599	-0.175292298662017	0.566684985180057	ENSMUSG00000000318
Alox12	-0.354167429300313	0.120519870633675	-0.343676693022067	0.0397523860110974	ENSMUSG00000000320
Comt	0.253065690807371	0.0226834380152468	0.102783215316718	0.294907746377546	ENSMUSG00000000326
Rtca	0.231972702083823	0.279598597860977	0.293678161415771	0.0445895305579826	ENSMUSG00000000339
Dbt	0.138671066214774	0.636815924733506	0.0717453551606613	0.742035784120004	ENSMUSG00000000340
Dazap2	-0.187105451504095	0.193918417993164	-0.0905564132046772	0.441855248048397	ENSMUSG00000000346
Mcts1	0.0927323836387298	0.746551539726968	0.0455956041830156	0.826000187559232	ENSMUSG00000000355
Rem1	0.669636531800831	0.0480798516478179	0.580579545882328	0.0282519138862796	ENSMUSG00000000359
Rnf17	0.160509281565337	0.748869586887725	-0.190904282772004	0.666253408882905	ENSMUSG00000000365
Trappc10	-0.206560438847802	0.100639527362384	-0.13770834721849	0.166601578073542	ENSMUSG00000000374
Ccm2	-0.0550004787715009	0.802837729863943	0.042765625883959	0.781881338010964	ENSMUSG00000000378
Wap	0	NA	-0.0273918310887613	NA	ENSMUSG00000000381
Tbrg4	-0.222065709051701	0.252755032835373	-0.295138870919028	0.0257533542599552	ENSMUSG00000000384
Tmprss2	-0.121186590131545	NA	-0.205755397925529	0.674826192927644	ENSMUSG00000000385
Mx1	-0.183222899314617	0.776685349408727	-0.258880632867388	0.630078897976047	ENSMUSG00000000386
Fap	0.82073834704706	3.23149269942252e-06	1.16017425306771	1.01104228581444e-18	ENSMUSG00000000392
Gcg	0.0193848575678583	NA	0.00755744383144739	NA	ENSMUSG00000000394
Ndufa9	-0.110945636835894	0.630389894636776	-0.0640312007496207	0.707321683286454	ENSMUSG00000000399
Egfl6	1.46189898529403	4.25675664504365e-07	1.18309084979145	1.14057414706162e-07	ENSMUSG00000000402
Lck	-0.0102351626193049	0.985932880512422	0.00986468259216422	0.981176681444826	ENSMUSG00000000409
Tssk3	0.123884769419267	0.844598099253087	0.217574345746453	0.703908889305301	ENSMUSG00000000411
Cttnbp2	-0.0453991460474737	0.99722575081845	-0.400650380350637	0.355735423867504	ENSMUSG00000000416
Galnt1	0.54763157544538	0.000153191890099515	0.597795565278114	4.07153384716492e-08	ENSMUSG00000000420
Myf5	-0.13684004339377	NA	-0.217162110860472	NA	ENSMUSG00000000435
Mkrn2	0.170601025244241	0.557446251375353	-0.0669057404321666	0.783379705236161	ENSMUSG00000000439
Pparg	-0.701589355266658	0.00223163349707269	-0.413371741454855	0.0343180078652266	ENSMUSG00000000440
Raf1	-0.0830469601012419	0.613844397511779	-0.0625254794808977	0.589837120853436	ENSMUSG00000000441
Septin1	-0.440585881532474	0.0373154949766337	-0.228636815822448	0.204362006234824	ENSMUSG00000000486
Pdgfb	0.24063691024131	0.358236635323751	0.405092226217715	0.0137808115178643	ENSMUSG00000000489
Acvrl1	0.131969788791141	0.724823114975605	0.217511719033438	0.318927128738231	ENSMUSG00000000530
Tamalin	0.828490063646276	0.00531025140457992	0.855449910619971	0.000151937433546157	ENSMUSG00000000531
Acvr1b	0.153790157028701	0.599214448870811	0.0382572181435866	0.874886404928176	ENSMUSG00000000532
Tom1l2	0.43854966922699	0.0456537562558658	0.381529307101075	0.0229866439792498	ENSMUSG00000000538
Gpa33	0	NA	-0.00380403847991327	NA	ENSMUSG00000000544
Zfp385a	0.211489699920295	0.400198982601725	0.231128066554322	0.179149838701471	ENSMUSG00000000552
Itga5	0.933201719620694	0.0300040596934014	0.78341564773028	0.0337779273527234	ENSMUSG00000000555
Gabra2	-0.104897367554264	0.906082351190244	-0.567001227869225	0.102343354317839	ENSMUSG00000000560
Wdr77	0.125213957925825	0.699772773740055	0.0570263129137575	0.813223543512793	ENSMUSG00000000561
Adora3	-0.535264240414583	0.091745216190661	-0.558128573055767	0.0193686352629477	ENSMUSG00000000562
Atp5pb	-0.0535507136263485	0.890683486467681	-0.0754584108316931	0.749973944262954	ENSMUSG00000000563
Sox9	1.43304347572762	1.76006117684208e-08	1.25794920672684	5.50217505785076e-10	ENSMUSG00000000567
Hnrnpd	-0.276639475268716	0.0419242994514473	-0.138442980175075	0.229395218253308	ENSMUSG00000000568
Dynlt1c	-0.377184521973793	0.21241377862963	-0.503699284150502	0.0141596798863034	ENSMUSG00000000579
C1d	-0.0987890743372374	0.77635523458936	-0.000585713399835778	0.998079239785626	ENSMUSG00000000581
Gm2a	-0.0267778717155307	0.904941978001041	0.198310944285575	0.0674232967339497	ENSMUSG00000000594
Krit1	-0.0101979144446347	0.972826955994203	-0.0954601660047989	0.483725596100625	ENSMUSG00000000600
Clcn4	0.51840652967716	0.000783707994097573	0.475700964483832	6.48842187271129e-05	ENSMUSG00000000605
Vmn2r88	-0.355536662048418	0.479615125746538	-0.554493024873868	0.103455014101828	ENSMUSG00000000606
Grm6	-0.368344940566561	NA	-0.537214740954976	0.151373234359406	ENSMUSG00000000617
Sema4f	0.648032323477238	0.00527839058052936	0.639570231671756	0.000332062151296185	ENSMUSG00000000627
Hk2	-0.136902224912511	0.626066043067242	-0.305560603533017	0.0569800443212457	ENSMUSG00000000628
Myo18a	-0.241305082459376	0.168425593698068	-0.170028855994586	0.205320970249347	ENSMUSG00000000631
Sez6	0.145307528821756	0.785596258934	-0.0568212491649112	0.9165392039363	ENSMUSG00000000632
Haao	-0.422297280140868	0.199704180050689	-0.383312811410484	0.112600966261644	ENSMUSG00000000673
Cd52	-0.618273216126422	0.00416429159447886	-0.41810462284343	0.0201214967509189	ENSMUSG00000000682
Abhd15	-0.689419457192843	0.000186726549476737	-0.464656573474022	0.00285193442670094	ENSMUSG00000000686
Hoxb6	0.291300808053889	0.667168811454518	0.439695569152148	0.298993112444811	ENSMUSG00000000690
Loxl3	1.47174368869025	4.70649338166587e-06	1.35963384385718	1.40743732844976e-07	ENSMUSG00000000693
Tcl1b5	NA	NA	NA	NA	ENSMUSG00000000701
Btn1a1	-0.498147432836005	0.275927187897299	-0.548137490210988	0.0993790032676021	ENSMUSG00000000706
Kat2b	0.107661212143747	0.691433527509463	0.1822850136334	0.265470823268719	ENSMUSG00000000708
Rab5b	-0.107373816494336	0.43104784365372	0.0400067379583577	0.723598849091333	ENSMUSG00000000711
Cryba1	-0.0308384643545702	0.992590382210069	-0.457575264851621	0.273466527184497	ENSMUSG00000000724
Dnmt3l	-0.125085072538702	0.841517423140628	0.243885184420865	0.663582597671942	ENSMUSG00000000730
Aire	-0.247007105766964	0.706222893307859	-0.542156235397043	0.168930382509671	ENSMUSG00000000731
Icosl	-0.45926978206861	0.0235324325377089	-0.395237970631823	0.0132735665584016	ENSMUSG00000000732
Spg7	0.100839053643108	0.653502165645121	0.0889207923204835	0.564765277918934	ENSMUSG00000000738
Sult5a1	0.0949917997499065	0.876311101205081	-0.153011047814355	0.738989302393668	ENSMUSG00000000739
Rpl13	-0.214639170138849	0.30256232465351	-0.278360546568807	0.0502697774184702	ENSMUSG00000000740
Chmp1a	0.016862026559161	0.96395874829474	0.12228560620393	0.47536268864074	ENSMUSG00000000743
Rpa1	-0.160248072727429	0.340777715885493	-0.133767995691405	0.277687934862864	ENSMUSG00000000751
Serpinf1	1.1233234302886	0.00019434935283233	1.34695159319491	1.91374852255422e-09	ENSMUSG00000000753
Tubgcp3	-0.0799591349381178	0.794812709117699	-0.14854022474401	0.402626634893406	ENSMUSG00000000759
Oprm1	-0.644741918444859	0.130407939429167	-0.558750068641839	0.100350298236108	ENSMUSG00000000766
Polr3d	0.635780542510579	0.0311697273380668	0.673503082845365	0.00240418517689399	ENSMUSG00000000776
Tcf7	0.0406469294766459	0.930320032379656	0.272524065506093	0.203189474041897	ENSMUSG00000000782
Ddx3x	0.227755320901816	0.109749662877559	0.329542079615233	0.000622126758220525	ENSMUSG00000000787
Il12rb1	0.0553386995360356	0.926866747021345	0.0616138822220094	0.928553000044383	ENSMUSG00000000791
Slc5a5	0.133466655624392	NA	-0.0973511403649345	NA	ENSMUSG00000000792
Kcnn3	0.97253490320038	0.00776574437409464	0.926950079612645	0.00104223757012185	ENSMUSG00000000794
Usp32	-0.401092217675728	0.00449685028266047	-0.363312175453246	0.000840395361172397	ENSMUSG00000000804
Car4	-0.713288765566126	0.10853033132809	-0.492308149123401	0.145290363720767	ENSMUSG00000000805
Txnrd3	0.241480965258241	0.436654294921542	0.181983123879323	0.432879712615191	ENSMUSG00000000811
Fasl	0.168427663102869	0.813175717211398	0.278891502670519	0.565020635951094	ENSMUSG00000000817
Zfp512b	0.215716464313381	0.423731583418473	0.276815359684437	0.131919963668756	ENSMUSG00000000823
Dnajc5	-0.0643797933817018	0.676653723238607	0.173024293501934	0.0484714921109509	ENSMUSG00000000826
Tpd52l2	0.205755300360565	0.200081135643416	0.299747513724154	0.00497866211176134	ENSMUSG00000000827
Fmr1	-0.0172925347577436	0.940802443644017	0.0433942034888181	0.74738781820436	ENSMUSG00000000838
Bcl11a	-0.400456744929502	0.0329628539139299	-0.475779679681106	0.000486910037908732	ENSMUSG00000000861
Il4	0.17162479450779	0.765863241379067	-0.130440573182556	0.813904774527279	ENSMUSG00000000869
Pxmp4	-0.0236986783477273	0.930244232780946	0.0556982035846048	0.731834640820549	ENSMUSG00000000876
Dlg3	0.721757916479628	0.0131674816055198	0.90057534660175	2.59331873436521e-05	ENSMUSG00000000881
Gnb1l	0.250736931388863	0.581543941081918	-0.0303944598655225	0.966531969991683	ENSMUSG00000000884
Dbh	0.0201703715972623	NA	0.0244038037350731	NA	ENSMUSG00000000889
Mmp11	1.42966984053384	1.39268638350962e-10	1.6994189526446	3.11524922904074e-23	ENSMUSG00000000901
Smarcb1	0.183752107200706	0.327313956617367	0.114806640140305	0.41774622157385	ENSMUSG00000000902
Vpreb3	-0.16397007543573	0.706372304910365	-0.0317633014722236	0.935776905965686	ENSMUSG00000000903
Hip1r	-0.370053944054202	0.0290822067496062	-0.322498261993164	0.0136596901285775	ENSMUSG00000000915
Nsun5	-0.162620271974027	0.572081694560537	-0.120696676827255	0.562804702510954	ENSMUSG00000000916
Top1mt	-0.234368157416135	0.468209425236467	-0.0370312131797489	0.897136186719376	ENSMUSG00000000934
Hoxa10	1.37081526362454	1.2915504653378e-10	1.04850506295513	4.55502967416764e-10	ENSMUSG00000000938
Hoxa4	0.180124043315082	0.761592077084561	-0.0904983465688759	0.890681923535553	ENSMUSG00000000942
Gm38393	0.11901247540583	0.862262520739152	0.270601107953288	0.624542720369422	ENSMUSG00000000948
Mmp14	2.22605079333113	3.49003127426175e-27	2.57606694055708	2.47687970813898e-56	ENSMUSG00000000957
Slc7a7	-0.0092794270014898	0.979040978777855	0.061333917079803	0.819736694232275	ENSMUSG00000000958
Oxa1l	-0.161330243559924	0.383662847016483	-0.034075954011174	0.838522766322917	ENSMUSG00000000959
Heatr6	-0.153292308632746	0.535189653886994	-0.219723866673869	0.166565002382904	ENSMUSG00000000976
Ccl3	-0.0792074340075204	0.910060013772853	0.0704900466033232	0.905163387794918	ENSMUSG00000000982
Wfdc18	0.282294720441097	NA	0.449160126414581	NA	ENSMUSG00000000983
Icam4	-0.261619880565898	0.45998612917317	-0.38886918008182	0.0946862286304562	ENSMUSG00000001014
Ilf2	0.0457767912425959	0.863867138110625	0.156828770575544	0.25937814515373	ENSMUSG00000001016
Chtop	0.173702374018331	0.265143275888536	0.237311444183543	0.0224113097207651	ENSMUSG00000001017
Snapin	0.30967764456744	0.0922421284246302	0.383087106588195	0.00318863051151154	ENSMUSG00000001018
S100a4	0.31121033287127	0.50931421864615	0.215450841306296	0.541270863904921	ENSMUSG00000001020
S100a3	-0.0153736924439342	NA	0.122641041382658	NA	ENSMUSG00000001021
S100a5	0.0684518414584667	NA	-0.0543190221081323	NA	ENSMUSG00000001023
S100a6	0.293156256172085	0.365426234435649	0.436340749249917	0.0315283737667511	ENSMUSG00000001025
Scn4a	-0.0708490640523264	0.960956224855233	-0.399830867147407	0.339099777255859	ENSMUSG00000001027
Icam2	-0.114400951933533	0.715172658846032	-0.13155553644465	0.552103831072505	ENSMUSG00000001029
Mapk7	0.384520005576174	0.0570909090905157	0.518323381476511	0.000245957424701274	ENSMUSG00000001034
Epn2	0.246316975930677	0.364879186616196	0.344403601517912	0.0587702135047421	ENSMUSG00000001036
B9d1	1.02757818219837	0.00405172687107984	0.800110457455728	0.00604790684580777	ENSMUSG00000001039
Sec24b	0.135561606714419	0.580240745981461	0.142587876382797	0.393226775175577	ENSMUSG00000001052
N4bp3	0.0815239892090222	0.864187412952905	0.180066244121781	0.47996209347222	ENSMUSG00000001053
Rmnd5b	0.0149897820219539	0.962147604339519	-0.0298052292361197	0.874529342302624	ENSMUSG00000001054
Nhp2	0.280918318028605	0.272618844535789	0.300791007487781	0.0935792004838553	ENSMUSG00000001056
Vps9d1	-0.179161149059419	0.508237067276989	-0.204295432914972	0.255554744031657	ENSMUSG00000001062
Zfp276	-0.221761276705806	0.171550526156772	-0.243118233636098	0.0372244035835895	ENSMUSG00000001065
C1ql4	-0.286211271312112	NA	0.0137648388153438	NA	ENSMUSG00000001076
Mfsd10	0.016500335457291	0.966576369799826	0.182993364838784	0.305884261437689	ENSMUSG00000001082
Luzp1	1.00423920585056	4.90046012877744e-07	0.844282254750951	1.07742612355478e-07	ENSMUSG00000001089
Slc13a2	-0.175781140426912	NA	-0.276397650487762	NA	ENSMUSG00000001095
Kctd10	0.190755229196788	0.215965094902208	0.360008384462981	0.000196703322085713	ENSMUSG00000001098
Poldip2	0.148595162380502	0.509023971324377	0.0869271042670775	0.601154368062586	ENSMUSG00000001100
Sebox	-0.104413368090547	NA	-0.234840047182884	NA	ENSMUSG00000001103
Ift20	0.537769723871278	0.00208621091910709	0.625811816074078	1.25038672108904e-06	ENSMUSG00000001105
Col6a1	2.83509070639502	8.3631237777141e-38	2.75609058796087	1.08953068978826e-54	ENSMUSG00000001119
Pcbp3	0.317196232641782	0.492377790852766	0.389847993463375	0.223218618549194	ENSMUSG00000001120
Lgals9	-0.108103211222957	0.817240322348174	-0.0248374712531477	0.970443487238839	ENSMUSG00000001123
Araf	0.151952049637609	0.378050041911407	0.174949226161798	0.137971483444535	ENSMUSG00000001127
Cfp	-0.471637921132849	0.00504295174683879	-0.315373558244174	0.0242627539063733	ENSMUSG00000001128
Timp1	0.479713173386883	NA	0.395599712424254	NA	ENSMUSG00000001131
Uxt	0.0169773197027492	0.974198660196783	0.0105005236523527	0.971024990315681	ENSMUSG00000001134
Cnnm3	-0.0409107343676901	0.905528177287767	0.0456974150508448	0.838799807033432	ENSMUSG00000001138
Lman2l	-0.37880892717134	0.0200266263294281	-0.257610664930574	0.0538246160240432	ENSMUSG00000001143
Mcm3ap	-0.385284252352133	0.0828186906215518	-0.166880864293426	0.384963932562772	ENSMUSG00000001150
Pcnt	-0.282238945838957	0.0556268641557867	-0.353031109906302	0.000704760117186437	ENSMUSG00000001151
Ftcd	0.607629188378732	0.216299035634675	0.304754581173428	0.471519859845532	ENSMUSG00000001155
Mxd1	-0.682998304847664	0.000613075506905021	-0.509025380367943	0.00165128173841533	ENSMUSG00000001156
Gmcl1	0.223002007005133	0.170027871467208	0.222547383004659	0.0574020800082346	ENSMUSG00000001157
Snrnp27	0.154570636408268	0.548703465853298	0.256228819326403	0.106924061308988	ENSMUSG00000001158
Oas1c	-0.43218816451786	0.359511939192208	-0.628937218261133	0.0594368716039671	ENSMUSG00000001166
Oas1h	-0.311222129990212	0.542412590801627	-0.329843451180013	0.491854829159283	ENSMUSG00000001168
Ocrl	0.108253680862837	0.696824740988132	0.223734816334316	0.169362354982973	ENSMUSG00000001173
Calm1	0.194765495986634	0.179489596501864	0.302956839572355	0.00143363760093181	ENSMUSG00000001175
Agpat3	0.0538907880975012	0.89021382269312	-0.00440827415635353	0.990014586197524	ENSMUSG00000001211
Slc26a3	-0.353226666761538	0.558010310960885	-0.750529206756526	0.0240096253722971	ENSMUSG00000001225
Sema6b	0.478856516501001	0.120403653329535	0.325157566644433	0.18327839333862	ENSMUSG00000001227
Uhrf1	-0.591927363931617	0.0015542900595313	-0.460945431174187	0.00206818525055929	ENSMUSG00000001228
Dpp9	0.0162797713755599	0.949971385764135	0.062507952964379	0.638286185850729	ENSMUSG00000001229
Ramp2	0.704137970902374	0.0232822583854602	0.633965814447722	0.00707471685637664	ENSMUSG00000001240
Lsr	0.0486126352519487	0.934058518964135	-0.0535678086858515	0.911715830778445	ENSMUSG00000001247
Gramd1a	-0.0641648323208866	0.837565733881079	-0.0124025467143438	0.953888676302718	ENSMUSG00000001248
Hpn	-0.269345411013169	0.507667274933771	-0.209896663002915	0.489045853811878	ENSMUSG00000001249
Gabrg1	-0.213544721764521	NA	-0.561752857512006	NA	ENSMUSG00000001260
Ckb	0.0339451163323487	0.965116955043867	0.542136561484764	0.0031332372897674	ENSMUSG00000001270
Sp1	-0.0921250918374433	0.570373840899517	-0.0144796556497664	0.91724759513849	ENSMUSG00000001280
Itgb7	-0.597387230190613	0.00839030293405172	-0.292576683279645	0.144914451735443	ENSMUSG00000001281
Myg1	-0.171361701640309	0.562954811400585	-0.0798065448117185	0.739087146863475	ENSMUSG00000001285
Rarg	0.679315477772605	0.021957195058341	0.523022265324228	0.0287948902329414	ENSMUSG00000001288
Pfdn5	0.18868452070984	0.50931421864615	0.363429329194215	0.0314008599018221	ENSMUSG00000001289
Efnb2	0.672578075975415	0.0135217903929626	0.602338000890337	0.00427227130977017	ENSMUSG00000001300
Rrp15	-0.241996938828668	0.428806721537163	-0.00314108650161045	0.983836472446736	ENSMUSG00000001305
Rnd2	0.878788735900193	0.00724165690328126	0.771371941865162	0.00242831565127614	ENSMUSG00000001313
Srr	0.392143286931179	0.174594491395773	0.226776801016404	0.331226966954459	ENSMUSG00000001323
Sync	0.551394954637701	0.0849720253767641	0.212372727219406	0.456710542366428	ENSMUSG00000001333
Fndc5	-0.074796272202277	0.968970597969313	-0.422306086307891	0.345861308177082	ENSMUSG00000001334
Acp5	-0.320354258126459	0.320961533185101	0.417317642712671	0.08460604753189	ENSMUSG00000001348
Cnn1	0.751187191215401	0.0589630361702796	0.402411442764308	0.380966959172776	ENSMUSG00000001349
Fbxo9	-0.310197818190738	0.0778433546602916	-0.377808236411939	0.00235025462348311	ENSMUSG00000001366
Vps50	-0.0699168578239145	0.858182796793634	-0.157556673205819	0.473469646538458	ENSMUSG00000001376
Hars	0.00254606452505126	0.995663507769244	0.0316106733706407	0.870490776409761	ENSMUSG00000001380
Zmat2	0.0322517114549135	0.917017326465406	0.00491427493720035	0.982301648414904	ENSMUSG00000001383
Ube2c	-0.188149542195258	0.491108647199047	-0.187401614808568	0.320656086560124	ENSMUSG00000001403
Smg5	-0.269444056761666	0.219703164489931	-0.257325393103072	0.10427262684854	ENSMUSG00000001415
Cct3	0.122908101022652	0.694641691470059	0.200272177042891	0.284247688320402	ENSMUSG00000001416
Glmp	0.601640518708551	2.39322445333602e-05	0.659415393500198	1.02149457501002e-09	ENSMUSG00000001418
Mef2d	0.141002285731851	0.5085922444598	0.0201854867429637	0.914307661663408	ENSMUSG00000001419
Tmem79	-0.383338874391272	0.459023636070579	-0.250894007575329	0.53466725860369	ENSMUSG00000001420
Snd1	0.32996443512386	0.0497441649505716	0.367053953958186	0.00249949296386786	ENSMUSG00000001424
Col18a1	1.85816593761391	8.62740718009276e-07	1.76000625386088	3.68873826063259e-08	ENSMUSG00000001435
Slc19a1	-0.0759839156069919	0.849127816006459	-0.141155726906099	0.537905584275028	ENSMUSG00000001436
Kpnb1	0.154702123995345	0.405412585131959	0.180971465153159	0.148133208074331	ENSMUSG00000001440
Npepps	0.00293529294969456	0.992880758371539	0.0159508779743	0.939430060885154	ENSMUSG00000001441
Tbx21	-0.237800216366218	0.641030572356297	0.0212764240092114	0.970443487238839	ENSMUSG00000001444
Mrpl10	0.0773292282090688	0.701028578521813	0.247554320471659	0.0219430098060357	ENSMUSG00000001445
Cyp51	0.342064623051757	0.266593018310792	0.27682848797232	0.232667279127457	ENSMUSG00000001467
Tcf25	0.192250952015047	0.127265056521821	0.224153759892268	0.0114894758530929	ENSMUSG00000001472
Tubb6	0.640462382015979	0.211570090972766	0.611422152359874	0.139336851473555	ENSMUSG00000001473
Def8	0.0568392079001812	0.836362477521784	0.0874386413109767	0.586744067994993	ENSMUSG00000001482
Meox1	1.1365652544138	0.00160636903058039	0.763560761851474	0.0105904874126504	ENSMUSG00000001493
Sost	-0.782310828492698	0.0146045763778415	-0.869841018017138	0.000394888874484308	ENSMUSG00000001494
Nkx2-1	-0.032267238919361	NA	-0.070789927924018	NA	ENSMUSG00000001496
Pax9	0.924813809741632	0.00325509906003856	0.678303613486962	0.00818174977574962	ENSMUSG00000001497
Irx2	-0.199350893192363	NA	-0.0819491496234456	0.943959498771525	ENSMUSG00000001504
Col1a1	1.27472540247716	4.58364677023037e-05	1.71954219056884	8.38406175093914e-14	ENSMUSG00000001506
Itga3	0.513858890923371	0.145413697054274	0.723266595691677	0.00220908773901352	ENSMUSG00000001507
Sgca	-0.0145276748832494	0.989105299122974	-0.378811147530105	0.382682986380762	ENSMUSG00000001508
Dlx3	0.335217717771251	0.412697981422647	0.69810363055711	0.0034747248779129	ENSMUSG00000001510
Foxm1	-0.419682515098703	0.0370948097330553	-0.378929359662985	0.013878141109582	ENSMUSG00000001517
Itfg2	-0.0854739184793753	0.773285778972078	-0.256320189842609	0.107616506840686	ENSMUSG00000001518
Nrip2	0.328377534355123	0.42366822155012	-0.00649386027199459	0.994511535196226	ENSMUSG00000001520
Tulp3	1.06793986307795	3.91477320718115e-07	0.913060250734743	4.39561492948746e-08	ENSMUSG00000001521
