gene_name	hp199avshpC_log2FoldChange	hp199avshpC_padj	hp199bvshpC_log2FoldChange	hp199bvshpC_padj	ID
PAF1	-0.0426929138424574	0.912821827912056	0.0535279844921928	1	ENSG00000006712
VPS41	-0.0236388863198027	0.957903621242339	-0.0630289243192838	1	ENSG00000006715
ARHGAP44	-0.0659478178381061	0.931041580644411	-0.0248469147644991	1	ENSG00000006740
ELAC2	0.22071485945588	0.389948518274275	0.0781937712032866	1	ENSG00000006744
SCIN	-0.0386811322788138	0.9292844314042	0.133287036926678	1	ENSG00000006747
ARSD	0.0477414686657727	0.922875070494485	-0.130326259318817	1	ENSG00000006756
PNPLA4	0.206715068681305	0.581030310624248	0.109763620119282	1	ENSG00000006757
MYH13	-0.00616908873419024	NA	-0.00551639980477449	1	ENSG00000006788
ADIPOR2	0.017952527679955	0.969258635077698	-0.0251425633832952	1	ENSG00000006831
CDKL3	-0.0432890837611152	NA	-0.065400803805331	1	ENSG00000006837
UPP2	-0.00410333365858815	NA	-0.0109013537674664	1	ENSG00000007001
PRSS21	-0.0194546292108194	NA	-0.0115378900823658	1	ENSG00000007038
MARK4	-0.0385270671186719	0.940120450262016	0.106370025037225	1	ENSG00000007047
PROM1	-0.0297340998594407	NA	-0.0766527406459928	1	ENSG00000007062
CCDC124	-0.267872114121506	0.296058502439804	-0.0134783222578167	1	ENSG00000007080
CEACAM21	NA	NA	NA	NA	ENSG00000007129
PAFAH1B1	0.0894080831906259	0.778844822541683	0.202485731536173	1	ENSG00000007168
NOS2	0.142182639556756	NA	0.181198075051196	1	ENSG00000007171
DNAH9	-0.0189113467507388	NA	-0.0953339206001813	1	ENSG00000007174
KIAA0100	-0.173888722416429	0.486685320631238	0.0112862483342033	1	ENSG00000007202
SLC13A2	NA	NA	NA	NA	ENSG00000007216
GAS7	0.109151561770694	0.810953962327282	0.188738053282572	1	ENSG00000007237
TRAPPC6A	-0.134346088765992	NA	-0.0870477108292644	1	ENSG00000007255
MATK	-0.0970977235207964	NA	-0.0558609732394527	1	ENSG00000007264
CEACAM7	NA	NA	NA	NA	ENSG00000007306
CD79B	0.0578508018767458	0.94486738216813	-0.0536402338332111	1	ENSG00000007312
SCN4A	0.0224699821672243	NA	-0.00253587158817406	1	ENSG00000007314
ST7L	-0.0733471316876982	0.890267037532758	-0.106018595330524	1	ENSG00000007341
TKTL1	0.00170454540449287	NA	0	1	ENSG00000007350
PAX6	-0.0116978789756587	NA	0.0792009266285624	1	ENSG00000007372
RPUSD1	-0.266322053766043	0.50630620138663	-0.0132636485774724	1	ENSG00000007376
RHBDF1	-0.0977697646632485	0.763766255364402	0.0959901395779967	1	ENSG00000007384
LUC7L	-0.125224827186527	0.675359635499686	-0.260592358932685	1	ENSG00000007392
CACNA2D2	-0.0148577320214059	NA	-0.0520771756073793	1	ENSG00000007402
BAIAP3	0.0336077164754085	NA	-0.02732123506374	1	ENSG00000007516
TSR3	-0.241850916595837	0.391632426662388	-0.0089310146361368	1	ENSG00000007520
PIGQ	-0.34439630025216	0.0704688916097083	0.00975355957837905	1	ENSG00000007541
CRAMP1	-0.0709320405519456	0.903105258379921	0.00657012372880208	1	ENSG00000007545
TEAD3	-0.117895109747731	0.730119823316956	-0.0649923632197675	1	ENSG00000007866
SELE	-0.00616908873419023	NA	-0.00499419206756049	1	ENSG00000007908
DNAJC11	0.0343458944347608	0.945229530470979	0.204863265390472	1	ENSG00000007923
FMO3	0.023130921954668	NA	0.0528947984497273	1	ENSG00000007933
MYLIP	0.0805706597215558	0.865242329436932	0.116031278663058	1	ENSG00000007944
NOX1	0	NA	0.00584562947315023	1	ENSG00000007952
E2F2	-0.0862436510029153	NA	-0.0920897612343205	1	ENSG00000007968
PSMB1	0.118722550264128	0.6341857303976	0.0403048918281913	1	ENSG00000008018
SYN1	0.0877703217991507	NA	-0.0883594631474132	1	ENSG00000008056
JARID2	0.102790609451995	0.819599099361673	-0.0564234077639906	1	ENSG00000008083
CDKL5	0.0585648123296072	0.910884402573154	-0.248869349073269	1	ENSG00000008086
CAMK1G	0.0101996245425449	NA	0	1	ENSG00000008118
CDK11A	-0.0305671725667426	0.965492005783493	0.0485599160625456	1	ENSG00000008128
NADK	-0.0715876765541801	0.881140817619645	-0.0611434737616194	1	ENSG00000008130
TFAP2B	-0.0118439998458547	NA	-0.00453167036532504	1	ENSG00000008196
TFAP2D	-0.00616908873419022	NA	-0.0055163998047745	1	ENSG00000008197
DLEC1	0.214918366364203	NA	0.0664952465240961	1	ENSG00000008226
CYTH3	-0.0173036267557349	0.967236185581881	0.0304913131963571	1	ENSG00000008256
ADAM22	0.10318455672896	NA	-0.0818177358215949	1	ENSG00000008277
SYPL1	0.159179394947428	0.505658481319912	0.0458503125363213	1	ENSG00000008282
CYB561	-0.102449471652784	0.802917325703012	0.0540950395209317	1	ENSG00000008283
SPAG9	-0.00640003030409798	0.986278048177269	-0.0504166592258951	1	ENSG00000008294
CELSR3	0.248563830538684	0.615403330425508	0.14754264887421	1	ENSG00000008300
AASS	-0.0425723501538761	0.932201481354645	-0.130422047704597	1	ENSG00000008311
PLEKHG6	-0.0710754570518607	NA	-0.129347544230458	1	ENSG00000008323
SS18L2	0.159736643398277	0.738648735905809	0.0248378945438827	1	ENSG00000008324
MPND	-0.154091099112955	NA	0.0674028321729642	1	ENSG00000008382
MGST1	0.103518670344582	0.760211275849087	0.0384697393366256	1	ENSG00000008394
CRY1	-0.10613143848569	0.797579808414259	0.034065616434276	1	ENSG00000008405
PGLYRP1	-0.00821477151972642	NA	0.0107937355429506	1	ENSG00000008438
NFIX	-0.0852976112256963	0.742635514518718	0.0838212749734049	1	ENSG00000008441
ST3GAL1	0.077801691233028	0.790056715183696	0.175137413162479	1	ENSG00000008513
MMP25	-0.180723491294054	NA	-0.0615770810079722	1	ENSG00000008516
IL32	-0.0598825303475635	NA	-0.0619204253373991	1	ENSG00000008517
PKD1	-0.345285906120035	0.00246664290311873	-0.180646262057993	1	ENSG00000008710
MAPK8IP2	-0.128794408554851	NA	-0.0403945173709298	1	ENSG00000008735
MED24	-0.137107911663585	0.62946858837291	0.0126072300586044	1	ENSG00000008838
RHOBTB2	-0.0712317037181845	0.899332713563311	-0.051907468028128	1	ENSG00000008853
HEATR5B	0.00125976533766019	0.998243123921473	0.0636881825186317	1	ENSG00000008869
SEC62	0.02612490653568	0.939354765907975	0.040635101059727	1	ENSG00000008952
RPS20	0.0736282284806156	0.740120271428124	-0.025445290170605	1	ENSG00000008988
CSDE1	-0.086039590395423	0.663438213424597	0.0531040949078925	1	ENSG00000009307
UBE3C	0.0359945036842895	0.919065668833365	0.107592768181252	1	ENSG00000009335
REV3L	0.056951354474587	0.807798843853471	-0.0485431668152368	1	ENSG00000009413
TENM1	0.0854601864307964	NA	0.215476590917323	1	ENSG00000009694
PAX7	-0.0118439998458547	NA	-0.0106717919098355	1	ENSG00000009709
MASP2	0.153779031896976	NA	0.0220060608818034	1	ENSG00000009724
IYD	-0.0330783661598527	NA	-0.0323190640103226	1	ENSG00000009765
FAM76A	0.0794399031077956	0.901150896784419	0.103177048469447	1	ENSG00000009780
TRAF3IP3	0.0803626962069473	NA	0.0782899559295946	1	ENSG00000009790
POMT2	0.135225073525033	0.718025880442622	0.0974228244999136	1	ENSG00000009830
VTA1	0.198052723653735	0.292623777100027	0.170537690921744	1	ENSG00000009844
MLXIPL	-0.198602178809605	NA	-0.160353354098317	1	ENSG00000009950
BAZ1B	-0.0115800256169528	0.975420206901216	0.0337452943988173	1	ENSG00000009954
RANBP9	-0.0427135554909903	0.891598219859986	0.0133361088301081	1	ENSG00000010017
ETV7	0.142961292731088	0.781090270191953	-0.120171898529721	1	ENSG00000010030
SPRTN	-0.242675779536555	0.552847667279792	-0.178767181062118	1	ENSG00000010072
EEF1AKNMT	0.151432800238962	0.55939243396975	0.0305502631389281	1	ENSG00000010165
DYRK4	0.0408074392768818	0.946581483104054	-0.0281561471367033	1	ENSG00000010219
ZNF207	0.042984834348198	0.877613863575848	0.0154862357795647	1	ENSG00000010244
UQCRC1	0.00566916204087467	0.9900663692719	0.0435454191610293	1	ENSG00000010256
STARD3NL	0.123084296639185	0.707579793203272	-0.0275048199918508	1	ENSG00000010270
CD9	0.0131531870151687	0.97418743113939	0.0676479728507301	1	ENSG00000010278
HHATL	0.00489776871205722	NA	0.00837632493784334	1	ENSG00000010282
NCAPD2	-0.0755076971836563	0.899523971606324	0.160635338217121	1	ENSG00000010292
IFFO1	-0.124913014010781	0.675359635499686	-0.0925367080909571	1	ENSG00000010295
GIPR	-0.0542645751676456	0.926133649004698	0.104245834679128	1	ENSG00000010310
PHF7	0.000430426870948851	NA	0.00977255920829418	1	ENSG00000010318
SEMA3G	0.0836853852630697	NA	0.101747748538011	1	ENSG00000010319
NISCH	0.00710919667423234	0.989422835085373	-0.0436618907645213	1	ENSG00000010322
STAB1	0.00422412370485078	0.999454767263724	0.169239439007379	1	ENSG00000010327
FUZ	-0.0688165354337887	0.910884402573154	-0.00944550371581437	1	ENSG00000010361
SLC6A13	0.0698658135132586	NA	-0.00693608998121649	1	ENSG00000010379
IDS	0.0392806865432345	0.919086973915983	0.0530352134128486	1	ENSG00000010404
PRSS3	0.0196257367793525	NA	-0.0139783582498175	1	ENSG00000010438
ZNF200	0.0113304017000549	0.989473124608863	-0.025882740246976	1	ENSG00000010539
CD4	-0.17645390298522	0.740221042378403	-0.120457059653481	1	ENSG00000010610
LRRC23	-0.0754044287283477	0.90887841389567	0.131327391832571	1	ENSG00000010626
BTK	-0.0441397866662128	NA	-0.0673130964761554	1	ENSG00000010671
HFE	-0.11487471045131	0.741810269677602	-0.133797310119517	1	ENSG00000010704
SCMH1	-0.229730239517491	0.303169570183574	-0.0248407970000638	1	ENSG00000010803
FYN	-0.0294098544290517	0.961939593714952	-0.153916727505188	1	ENSG00000010810
HIVEP2	0.00538506238884387	0.995730172578449	-0.0268072767679298	1	ENSG00000010818
FMO1	0.00510510129201623	NA	-0.000336640330219783	1	ENSG00000010932
ELOA	0.0691375015220793	0.800954769372863	0.0439673173717244	1	ENSG00000011007
LYPLA2	0.0314065952355731	0.952585699935138	-0.0535640893255421	1	ENSG00000011009
CLCN6	-0.0492000645589587	0.904013688689008	0.0243725845728447	1	ENSG00000011021
MRC2	-0.119273868399945	0.486685320631238	0.0481809707745394	1	ENSG00000011028
NME1-NME2	-0.0147948964689946	NA	-0.0146203734985295	1	ENSG00000011052
SLC6A7	0.0502362074278546	NA	0.0818325873544218	1	ENSG00000011083
TSPAN9	-0.108701021885329	0.844869733421526	0.029487547472905	1	ENSG00000011105
BTBD7	-0.0310927606834294	0.962778897025315	0.17407360482389	1	ENSG00000011114
APBA3	-0.193341988710875	0.67750961882345	0.0937545437380797	1	ENSG00000011132
MKS1	0.0566069888905243	0.928779919223165	0.0828469755254981	1	ENSG00000011143
ABHD5	0.2532535815871	0.336260395663062	0.167601449704642	1	ENSG00000011198
ANOS1	0.00756188217993903	0.98854923550537	0.0568982410421355	1	ENSG00000011201
AKAP8L	-0.05488354719793	0.890267037532758	-0.0859552370282715	1	ENSG00000011243
MBTD1	-0.0229869287322526	0.969069606195673	-0.00993138775904487	1	ENSG00000011258
UTP18	0.172105310937477	0.514456636776047	0.0056274991266655	1	ENSG00000011260
RNF216	0.0229364825628064	0.9641427415141	-0.0411594908709082	1	ENSG00000011275
TTC19	0.0414993130836383	0.928835960112425	-0.0226436831088573	1	ENSG00000011295
PTBP1	-0.194954163065705	0.395326706795679	0.102698929021959	1	ENSG00000011304
DPF1	0.0253728309321989	NA	-0.0270592033782523	1	ENSG00000011332
SYT7	-0.117372167506799	NA	-0.111934412494584	1	ENSG00000011347
LARS2	-0.0323574858615922	0.957303598105347	0.181140311216103	1	ENSG00000011376
PIK3C2A	-0.217151986024219	0.473038993519421	0.0490094106813948	1	ENSG00000011405
PLAUR	0.197253455399045	0.479535411218763	0.0847115790237059	1	ENSG00000011422
ANLN	-0.44753437328979	0.0712475134717755	-0.36186981663758	1	ENSG00000011426
WIZ	-0.14999810485645	0.526151482460871	0.0358192772235116	1	ENSG00000011451
RABGAP1	-0.0886346927733974	0.727461100638885	-0.0624670664757483	1	ENSG00000011454
DCN	-0.0118228686984419	0.97040333834474	0.0681134555517611	1	ENSG00000011465
QPCTL	-0.0734335231980184	0.910884402573154	0.0492711762803365	1	ENSG00000011478
PPP5C	0.0255695941223745	0.96465532214129	-0.059720841742717	1	ENSG00000011485
CEP68	0.264494230579313	0.351728132723101	0.238820110248242	1	ENSG00000011523
MAP4K3	-0.0558384633973547	0.903999138382038	-0.066480271259537	1	ENSG00000011566
ZBTB32	0.0151241678145826	NA	-0.155630508536123	1	ENSG00000011590
TYROBP	-0.110417739542131	NA	-0.0569584343708394	1	ENSG00000011600
TMEM159	0.0558991906647264	0.940120450262016	-0.0647004946401033	1	ENSG00000011638
GABRA3	NA	NA	NA	NA	ENSG00000011677
BRCA1	-0.0545208371444611	0.942899520400117	-0.240114571535439	1	ENSG00000012048
ERCC1	0.195561570838999	0.476417624184399	-0.000309416293606618	1	ENSG00000012061
CD22	0.0523280386233886	NA	0.108111159011988	1	ENSG00000012124
SEMA3B	-0.359882864256207	0.274828841842286	-0.211592746636252	1	ENSG00000012171
MBTPS2	0.00620467028698014	0.989422835085373	0.0511385831367444	1	ENSG00000012174
PRICKLE3	-0.0327086925599068	0.962973677835013	0.222855160524239	1	ENSG00000012211
LTF	0.1369515722192	NA	0.039187232311958	1	ENSG00000012223
EXTL3	0.00412885067998587	0.998626074104771	0.176025592335751	1	ENSG00000012232
NR1H4	0.00518073348913874	NA	0.00225148311851017	1	ENSG00000012504
ELOVL5	0.1618942053778	0.441609496420194	0.0722939914259339	1	ENSG00000012660
ALOX5	-0.00868316677266737	NA	-0.00638700153130814	1	ENSG00000012779
KDM5D	-0.0035832998955191	0.968271487113083	0.0183097398472581	1	ENSG00000012817
CALCOCO1	-0.0932463446388068	0.636198724881708	-0.138022741965253	1	ENSG00000012822
UBR7	0.191229629537392	0.634573172604263	-0.013674749218065	1	ENSG00000012963
MAP4K5	-0.0529268409882767	0.866302293581281	0.187323930217072	1	ENSG00000012983
EHD3	0.160961076308828	0.639313656604592	0.164666190167634	1	ENSG00000013016
PSMC4	0.0170184906980248	0.975492658277197	-0.0252081071773055	1	ENSG00000013275
MAN2B2	-0.334379852756453	0.000903508582123854	-0.0590750098569226	1	ENSG00000013288
SLC7A14	-0.14002544574016	NA	-0.0746554419689455	1	ENSG00000013293
CLDN11	-0.157067932855724	NA	-0.0326102961230283	1	ENSG00000013297
SLC25A39	-0.106346357457944	0.680877286055781	0.0397957603892952	1	ENSG00000013306
MVP	0.126888585576319	0.688482114415462	0.022601821177555	1	ENSG00000013364
NUB1	0.0315839448983757	0.927872720963725	-0.00589984846112083	1	ENSG00000013374
PGM3	0.17330788587807	0.61601446043641	0.212851783636944	1	ENSG00000013375
RWDD2A	0.0953579960553589	0.874139545058294	-0.0475203802499411	1	ENSG00000013392
CLK1	-0.0506608161222384	0.897255260168425	-0.0200398014750251	1	ENSG00000013441
